id_venta,id_producto,cantidad,fecha,id_cliente
V003106,P0367,8,2023-01-16,C0114
V007139,P0098,8,2020-10-11,C0178
V001592,P0296,7,2024-03-12,C0246
V006944,P0154,10,2022-01-13,C0082
V005293,P0317,7,2024-01-13,C0036
V003844,P0071,5,2020-05-20,C0134
V001913,P0155,7,2022-11-27,C0246
V006770,P0358,7,2021-03-06,C0041
V000105,P0354,10,2020-01-30,C0044
V004938,P0012,1,2020-07-19,C0181
V004028,P0506,4,2023-05-10,C0161
V003267,P0586,10,2021-12-23,C0090
V006941,P0358,9,2022-11-28,C0090
V007352,P0251,2,2021-05-02,C0264
V005308,P0592,5,2024-03-03,C0082
V002457,P0376,1,2020-08-12,C0071
V005590,P0108,9,2022-01-06,C0047
V002626,P0483,6,2020-07-30,C0131
V005572,P0400,3,2023-02-18,C0240
V005160,P0279,4,2021-01-30,C0154
V006699,P0162,5,2022-04-27,C0011
V005336,P0333,6,2023-08-30,C0017
V007089,P0129,6,2022-06-16,C0061
V000619,P0138,7,2021-06-01,C0229
V000574,P0400,10,2021-09-20,C0124
V003197,P0583,3,2020-09-07,C0033
V003470,P0187,3,2021-04-20,C0200
V000411,P0340,5,2023-11-09,C0061
V007928,P0570,9,2022-02-28,C0144
V007900,P0334,10,2022-04-20,C0276
V001015,P0331,8,2021-12-07,C0183
V003156,P0053,7,2023-02-18,C0154
V007830,P0338,8,2020-08-14,C0276
V002954,P0401,6,2020-04-23,C0053
V002282,P0314,5,2021-01-07,C0229
V004916,P0536,7,2020-01-06,C0258
V007148,P0143,2,2020-08-06,C0065
V007460,P0429,8,2020-01-10,C0049
V002137,P0481,2,2023-08-26,C0178
V002815,P0445,10,2024-05-21,C0165
V005051,P0188,6,2020-10-13,C0007
V003991,P0466,3,2022-09-18,C0059
V006759,P0579,2,2020-04-14,C0140
V003403,P0577,1,2023-10-04,C0045
V006798,P0352,5,2024-03-13,C0086
V006255,P0274,9,2024-04-21,C0166
V003673,P0242,3,2023-02-04,C0138
V001001,P0486,4,2021-01-05,C0222
V002929,P0192,3,2021-12-03,C0164
V000839,P0091,8,2020-12-30,C0109
V007010,P0099,6,2021-07-15,C0101
V006480,P0029,2,2021-03-18,C0200
V006616,P0518,10,2021-12-04,C0198
V000142,P0090,10,2022-07-28,C0139
V001397,P0352,1,2023-05-29,C0210
V007292,P0533,9,2022-07-02,C0148
V006831,P0206,7,2022-10-30,C0168
V005692,P0102,6,2024-06-14,C0279
V003830,P0190,2,2021-03-15,C0182
V001100,P0414,7,2020-03-04,C0051
V007021,P0434,6,2022-03-14,C0160
V005057,P0491,7,2024-02-05,C0044
V000699,P0201,8,2021-12-15,C0281
V000834,P0587,6,2022-12-03,C0043
V004835,P0513,2,2020-11-17,C0133
V007199,P0327,6,2021-11-07,C0144
V001011,P0065,6,2024-05-18,C0197
V003902,P0023,10,2022-08-01,C0138
V006490,P0137,3,2022-10-29,C0271
V004557,P0295,6,2021-09-09,C0228
V003191,P0313,1,2024-06-19,C0065
V006578,P0201,10,2022-07-10,C0244
V007231,P0150,8,2022-07-01,C0027
V005080,P0316,6,2021-06-24,C0028
V004992,P0377,3,2022-12-30,C0188
V006370,P0121,5,2022-09-28,C0291
V006554,P0574,3,2020-02-07,C0214
V004971,P0153,5,2023-01-24,C0076
V005788,P0560,2,2023-06-22,C0169
V000075,P0345,10,2022-03-08,C0222
V007440,P0385,4,2024-02-05,C0283
V004724,P0381,8,2022-08-10,C0281
V003302,P0406,3,2021-04-09,C0050
V003763,P0452,8,2022-03-05,C0178
V002381,P0441,1,2024-05-03,C0150
V006809,P0236,6,2023-01-19,C0251
V007883,P0194,4,2022-04-12,C0064
V004218,P0113,3,2021-08-12,C0054
V006925,P0103,5,2023-04-12,C0099
V000960,P0580,7,2021-02-26,C0127
V002255,P0090,3,2022-04-26,C0037
V006508,P0364,7,2023-07-03,C0265
V003507,P0014,9,2021-12-19,C0058
V006159,P0314,2,2020-07-01,C0247
V004256,P0059,2,2022-06-10,C0084
V005540,P0204,7,2022-06-20,C0049
V005090,P0536,10,2023-08-05,C0017
V006638,P0010,1,2023-02-27,C0078
V000007,P0183,1,2020-10-29,C0228
V005356,P0330,6,2022-01-13,C0025
V007520,P0487,5,2023-03-04,C0088
V004329,P0206,2,2022-01-11,C0148
V006991,P0089,6,2023-10-26,C0192
V002783,P0188,5,2020-09-14,C0021
V003009,P0279,5,2023-03-08,C0215
V006286,P0399,8,2021-08-05,C0143
V001166,P0039,10,2021-08-01,C0149
V006207,P0405,2,2020-07-21,C0214
V002052,P0542,2,2022-02-21,C0166
V000769,P0333,4,2022-09-12,C0220
V004376,P0029,7,2020-04-02,C0127
V006500,P0399,2,2022-07-14,C0093
V005765,P0031,10,2021-07-31,C0226
V001585,P0254,7,2020-09-28,C0072
V007985,P0181,4,2024-06-19,C0174
V000103,P0410,8,2020-02-28,C0187
V007659,P0454,8,2023-05-11,C0169
V004365,P0021,9,2020-11-20,C0140
V003777,P0220,8,2021-01-11,C0203
V005913,P0498,4,2024-01-05,C0144
V004001,P0248,3,2023-04-06,C0142
V002475,P0428,5,2020-03-04,C0153
V007681,P0348,4,2023-07-09,C0195
V006051,P0153,8,2020-12-22,C0159
V003944,P0360,1,2023-11-09,C0067
V002734,P0115,9,2024-02-27,C0226
V005861,P0305,7,2022-03-09,C0188
V002549,P0026,1,2021-03-04,C0299
V004141,P0581,9,2020-02-05,C0028
V000510,P0370,9,2021-10-21,C0042
V007698,P0262,2,2022-10-01,C0245
V003464,P0536,7,2020-10-05,C0089
V004820,P0289,1,2020-06-04,C0122
V003117,P0551,7,2022-08-28,C0277
V006570,P0246,7,2020-03-11,C0220
V003335,P0246,8,2020-01-11,C0145
V005606,P0028,3,2021-04-24,C0217
V002236,P0004,1,2023-07-22,C0217
V005382,P0378,9,2024-05-13,C0173
V006939,P0381,2,2022-09-17,C0212
V001416,P0499,6,2023-02-24,C0174
V002716,P0113,6,2020-10-19,C0156
V000235,P0364,6,2020-09-03,C0213
V005098,P0008,6,2021-03-03,C0007
V004735,P0182,4,2021-03-07,C0114
V000463,P0390,6,2024-05-23,C0126
V006184,P0465,3,2022-01-24,C0011
V002417,P0550,3,2020-04-23,C0116
V004741,P0278,2,2023-08-23,C0045
V004474,P0349,6,2023-09-08,C0081
V006474,P0526,8,2022-11-27,C0129
V003318,P0516,7,2020-03-07,C0069
V006045,P0598,2,2022-08-11,C0255
V004390,P0335,7,2023-12-10,C0079
V001476,P0532,8,2022-11-17,C0194
V003950,P0081,10,2022-01-07,C0114
V004256,P0397,6,2022-06-10,C0084
V004937,P0188,3,2021-09-02,C0134
V007618,P0457,6,2020-10-12,C0213
V003818,P0263,8,2020-12-21,C0123
V002149,P0110,2,2020-07-05,C0117
V003473,P0071,1,2021-10-22,C0247
V003252,P0471,8,2023-09-20,C0169
V000955,P0253,7,2021-08-12,C0011
V003570,P0356,10,2022-06-28,C0258
V006400,P0025,10,2020-10-23,C0150
V005262,P0327,8,2023-01-07,C0070
V004808,P0031,1,2023-12-07,C0148
V001399,P0155,7,2023-07-03,C0253
V002543,P0259,10,2022-03-18,C0026
V006703,P0099,3,2023-06-09,C0241
V004537,P0026,4,2022-10-23,C0156
V006393,P0416,7,2023-01-22,C0133
V007552,P0200,8,2021-03-21,C0205
V007684,P0559,1,2021-04-25,C0269
V001689,P0015,5,2021-03-24,C0240
V007330,P0508,3,2022-06-16,C0030
V006075,P0302,3,2023-01-08,C0069
V003173,P0578,5,2021-09-06,C0160
V004389,P0313,4,2024-01-06,C0145
V001541,P0435,8,2024-04-24,C0228
V004070,P0577,7,2020-12-14,C0230
V007142,P0006,1,2020-11-25,C0299
V001111,P0278,7,2022-06-04,C0183
V001028,P0061,1,2021-10-19,C0150
V000061,P0220,3,2020-01-08,C0017
V004693,P0301,5,2022-04-15,C0255
V003505,P0339,1,2022-09-05,C0086
V005864,P0159,8,2021-01-04,C0200
V006061,P0553,9,2022-03-07,C0210
V007228,P0542,8,2020-02-10,C0003
V000344,P0122,3,2021-02-27,C0134
V002448,P0581,5,2022-05-03,C0174
V007887,P0147,6,2021-06-02,C0205
V006323,P0591,4,2021-10-14,C0210
V000319,P0400,2,2020-03-07,C0187
V003080,P0149,10,2020-11-29,C0264
V005986,P0340,7,2020-10-02,C0033
V000421,P0233,7,2022-06-12,C0009
V005356,P0400,2,2022-01-13,C0025
V000352,P0344,2,2024-01-03,C0160
V006782,P0035,8,2022-06-25,C0078
V006630,P0334,2,2023-08-07,C0074
V001465,P0481,8,2023-10-13,C0228
V004493,P0224,8,2021-12-10,C0168
V007481,P0428,2,2024-02-05,C0217
V003924,P0383,4,2021-06-28,C0064
V003468,P0009,1,2022-11-14,C0002
V003188,P0505,4,2021-07-28,C0017
V003535,P0576,3,2021-10-11,C0230
V006896,P0378,8,2022-12-21,C0133
V001811,P0205,10,2020-03-11,C0229
V006609,P0023,9,2021-07-01,C0002
V005902,P0344,7,2023-08-12,C0070
V004024,P0137,10,2022-11-17,C0122
V005219,P0463,10,2021-09-04,C0229
V003559,P0416,10,2023-11-08,C0285
V001207,P0236,6,2021-05-08,C0246
V007841,P0345,9,2023-01-29,C0165
V001231,P0525,7,2023-06-23,C0255
V006235,P0220,9,2024-07-09,C0046
V007777,P0122,2,2023-03-18,C0045
V004375,P0075,8,2020-12-28,C0294
V002181,P0554,9,2024-06-27,C0022
V000654,P0232,9,2023-09-20,C0127
V006123,P0549,3,2023-07-23,C0154
V002454,P0459,5,2021-05-14,C0059
V005506,P0501,7,2024-05-05,C0070
V006800,P0035,4,2023-02-12,C0054
V003151,P0388,8,2022-09-21,C0123
V004181,P0208,5,2021-08-27,C0028
V005057,P0170,3,2024-02-05,C0044
V002729,P0229,3,2021-02-05,C0145
V000143,P0456,10,2020-10-10,C0140
V004902,P0180,1,2024-03-24,C0051
V005670,P0510,10,2020-06-30,C0034
V004375,P0349,3,2020-12-28,C0294
V002616,P0589,10,2022-08-27,C0262
V003128,P0479,6,2021-12-18,C0197
V004218,P0397,6,2021-08-12,C0054
V003822,P0485,9,2020-12-24,C0241
V000071,P0044,7,2020-12-04,C0205
V002807,P0554,9,2023-05-07,C0099
V006559,P0583,7,2020-03-09,C0092
V004616,P0123,7,2023-03-27,C0079
V006591,P0329,8,2022-08-10,C0285
V003833,P0403,1,2021-01-16,C0210
V001207,P0441,7,2021-05-08,C0246
V002066,P0211,8,2023-04-17,C0223
V005457,P0264,6,2021-01-04,C0190
V001319,P0531,1,2023-03-17,C0192
V000251,P0318,7,2023-03-08,C0152
V003546,P0484,2,2024-02-06,C0230
V004145,P0351,4,2020-01-13,C0230
V000734,P0564,10,2020-10-03,C0144
V001666,P0428,1,2022-08-29,C0152
V002462,P0432,4,2022-01-14,C0228
V005225,P0406,7,2021-09-10,C0114
V004255,P0153,2,2020-06-11,C0138
V001852,P0510,3,2021-09-10,C0009
V000366,P0450,1,2023-07-05,C0281
V005345,P0353,5,2021-12-10,C0256
V006848,P0206,1,2020-05-03,C0262
V006249,P0354,1,2023-01-15,C0025
V007225,P0388,2,2020-03-11,C0051
V004961,P0171,7,2024-01-02,C0245
V007220,P0087,10,2023-10-18,C0059
V005497,P0437,6,2020-10-27,C0027
V006034,P0405,6,2024-06-23,C0215
V005780,P0077,7,2024-04-30,C0244
V001381,P0051,1,2020-10-15,C0060
V003726,P0091,5,2022-11-15,C0059
V003446,P0551,4,2020-07-16,C0277
V001383,P0392,1,2022-06-10,C0028
V004342,P0184,7,2020-05-27,C0267
V007658,P0216,5,2023-11-14,C0011
V002699,P0327,4,2021-01-15,C0051
V002240,P0131,1,2021-01-25,C0035
V005682,P0589,9,2020-12-28,C0033
V006231,P0059,1,2022-10-04,C0297
V004130,P0283,9,2020-10-29,C0213
V002612,P0182,4,2023-05-30,C0032
V005874,P0397,2,2020-11-04,C0092
V007226,P0068,4,2021-10-21,C0215
V002099,P0232,1,2021-12-21,C0294
V002769,P0291,7,2024-03-05,C0178
V006335,P0096,7,2023-01-21,C0138
V000821,P0099,7,2021-06-27,C0053
V002801,P0440,1,2022-01-16,C0092
V006013,P0355,2,2021-07-03,C0205
V005198,P0104,5,2023-03-11,C0190
V004167,P0498,5,2021-09-11,C0251
V003504,P0221,8,2020-12-20,C0300
V002293,P0031,7,2022-05-13,C0208
V002884,P0244,9,2024-01-20,C0173
V003746,P0468,7,2023-08-20,C0195
V005042,P0008,2,2021-12-22,C0295
V002191,P0446,3,2023-02-11,C0205
V007271,P0352,7,2020-06-25,C0173
V007272,P0370,2,2020-01-14,C0149
V005355,P0103,7,2021-10-28,C0206
V004246,P0521,3,2021-10-27,C0106
V001831,P0018,3,2024-04-05,C0071
V000683,P0356,5,2022-06-15,C0073
V002962,P0228,3,2020-12-29,C0240
V007846,P0177,3,2023-09-25,C0195
V007988,P0318,9,2023-10-03,C0054
V006472,P0348,8,2021-10-24,C0206
V000743,P0061,6,2024-03-26,C0238
V007569,P0199,10,2024-04-11,C0075
V003144,P0580,1,2022-12-03,C0104
V003426,P0503,3,2023-10-01,C0132
V000273,P0414,6,2021-08-27,C0078
V005532,P0351,4,2021-08-14,C0279
V000889,P0578,3,2020-02-27,C0203
V001657,P0080,6,2022-01-11,C0047
V006466,P0040,9,2023-09-11,C0053
V000772,P0043,8,2024-01-12,C0042
V005183,P0536,3,2020-01-15,C0250
V004140,P0324,3,2023-10-25,C0133
V001478,P0130,8,2020-07-20,C0035
V006766,P0062,2,2021-02-18,C0281
V003981,P0345,6,2024-02-19,C0137
V006288,P0499,2,2020-11-17,C0069
V002331,P0131,5,2020-06-15,C0264
V004631,P0497,4,2020-02-21,C0109
V000531,P0285,6,2021-03-07,C0092
V003116,P0137,10,2020-12-24,C0168
V005171,P0172,5,2022-08-31,C0137
V006462,P0292,4,2023-06-27,C0078
V003444,P0526,7,2024-05-21,C0245
V003033,P0206,4,2024-03-09,C0033
V007346,P0202,1,2020-02-20,C0208
V005849,P0399,2,2024-01-23,C0026
V000874,P0063,1,2023-10-19,C0243
V006988,P0181,10,2021-12-10,C0182
V002497,P0327,4,2022-02-22,C0132
V007211,P0389,1,2024-06-15,C0282
V007174,P0181,4,2021-03-29,C0057
V007530,P0377,6,2023-11-06,C0112
V007741,P0159,5,2023-08-04,C0187
V000710,P0019,8,2020-12-14,C0025
V003586,P0320,9,2022-10-01,C0241
V002429,P0129,5,2023-05-30,C0049
V006240,P0185,3,2022-06-28,C0213
V001411,P0347,10,2020-06-14,C0254
V001570,P0509,10,2024-05-24,C0022
V005646,P0314,6,2020-08-15,C0124
V005414,P0481,1,2023-03-20,C0070
V000486,P0513,10,2024-06-04,C0221
V006796,P0354,6,2022-09-06,C0071
V006333,P0197,9,2023-09-21,C0271
V000456,P0149,3,2020-06-24,C0127
V000565,P0598,7,2021-12-19,C0230
V001768,P0320,2,2023-07-25,C0285
V007444,P0039,7,2021-04-27,C0251
V005738,P0496,8,2023-08-04,C0230
V000207,P0082,3,2021-03-02,C0200
V007411,P0248,2,2022-11-08,C0028
V000047,P0577,4,2020-09-22,C0078
V006217,P0184,5,2022-11-24,C0073
V004664,P0160,10,2021-01-06,C0164
V006497,P0138,10,2022-07-28,C0112
V004656,P0211,10,2020-12-04,C0002
V006016,P0142,1,2023-04-22,C0247
V006965,P0037,5,2021-05-18,C0178
V005354,P0564,6,2022-10-28,C0092
V006880,P0092,2,2022-10-17,C0234
V006106,P0274,7,2022-04-24,C0294
V003162,P0167,6,2022-12-10,C0070
V006637,P0304,7,2022-03-28,C0294
V004204,P0448,10,2023-09-21,C0131
V007298,P0190,2,2021-06-13,C0156
V006452,P0440,1,2020-05-04,C0028
V005354,P0400,8,2022-10-28,C0092
V003067,P0092,2,2021-11-01,C0159
V002431,P0477,5,2021-02-19,C0127
V003665,P0254,10,2024-04-28,C0224
V006234,P0251,4,2020-11-30,C0002
V003216,P0216,6,2022-09-19,C0026
V002602,P0463,4,2024-03-06,C0184
V006314,P0414,1,2020-10-25,C0127
V003019,P0174,3,2020-09-22,C0139
V003745,P0266,7,2024-01-14,C0264
V005620,P0559,3,2022-03-19,C0114
V001915,P0046,9,2020-03-10,C0204
V002216,P0182,5,2023-01-19,C0129
V007563,P0062,2,2021-08-12,C0067
V004186,P0129,8,2022-04-20,C0145
V004782,P0155,6,2024-06-26,C0299
V004636,P0389,10,2020-02-12,C0089
V003713,P0546,3,2021-06-08,C0291
V000615,P0406,8,2020-02-07,C0096
V001333,P0010,6,2023-01-13,C0015
V007150,P0551,4,2021-01-02,C0295
V001236,P0232,3,2020-11-09,C0263
V004696,P0008,5,2022-08-06,C0044
V001981,P0228,9,2020-02-01,C0047
V004162,P0486,10,2022-12-11,C0059
V001150,P0090,3,2021-02-26,C0096
V000301,P0127,4,2021-01-12,C0037
V005709,P0235,2,2022-11-01,C0286
V005335,P0447,1,2024-04-20,C0276
V002384,P0592,10,2022-05-03,C0265
V007867,P0525,2,2021-02-02,C0089
V003350,P0153,6,2023-09-25,C0112
V001160,P0485,1,2024-02-16,C0125
V001726,P0151,5,2023-06-01,C0119
V000003,P0428,6,2020-04-20,C0031
V007553,P0238,1,2021-12-29,C0264
V004452,P0445,4,2022-10-14,C0203
V007178,P0008,9,2020-04-07,C0168
V004752,P0176,6,2022-08-15,C0060
V001044,P0491,9,2021-03-29,C0279
V003092,P0392,4,2021-01-13,C0047
V002001,P0352,1,2020-04-03,C0278
V007460,P0563,8,2020-01-10,C0049
V001105,P0037,10,2023-11-03,C0129
V001930,P0297,3,2023-08-18,C0184
V005622,P0160,1,2023-03-31,C0162
V001045,P0421,8,2020-02-06,C0291
V005281,P0199,7,2021-09-03,C0104
V004501,P0452,7,2023-08-28,C0073
V006134,P0079,3,2021-06-19,C0262
V006748,P0586,1,2023-10-27,C0096
V003285,P0196,6,2020-03-22,C0142
V004904,P0554,1,2020-11-08,C0264
V000151,P0442,4,2023-06-21,C0245
V004348,P0092,9,2020-05-05,C0228
V001683,P0048,9,2024-04-28,C0167
V004057,P0102,10,2023-10-01,C0263
V006914,P0354,6,2021-12-21,C0070
V001980,P0127,1,2020-09-23,C0246
V002360,P0300,2,2022-12-16,C0286
V002938,P0183,1,2024-01-06,C0005
V003130,P0427,10,2022-03-31,C0126
V003463,P0181,6,2021-06-16,C0070
V007857,P0315,7,2024-04-02,C0065
V005969,P0257,5,2020-11-29,C0269
V007798,P0002,7,2020-12-19,C0243
V001395,P0013,8,2021-05-30,C0022
V002532,P0177,8,2023-05-24,C0205
V000247,P0391,3,2022-10-20,C0099
V006630,P0342,2,2023-08-07,C0074
V003852,P0060,8,2023-05-10,C0251
V003913,P0499,7,2021-07-19,C0005
V000954,P0076,1,2024-01-15,C0255
V003207,P0053,5,2023-12-23,C0011
V006974,P0255,8,2022-09-22,C0109
V002398,P0044,4,2021-03-30,C0241
V007873,P0274,6,2023-08-29,C0281
V000449,P0098,4,2023-05-10,C0028
V006804,P0199,3,2023-07-31,C0061
V001180,P0064,3,2022-10-07,C0015
V003047,P0315,4,2021-04-28,C0254
V001811,P0196,2,2020-03-11,C0229
V000522,P0514,5,2022-05-01,C0243
V000686,P0367,9,2021-12-21,C0086
V000367,P0394,5,2024-05-12,C0042
V006042,P0344,10,2020-10-19,C0134
V002002,P0102,4,2020-10-12,C0015
V002033,P0562,1,2023-03-13,C0129
V005950,P0471,2,2022-04-26,C0123
V001482,P0388,10,2020-11-20,C0153
V002785,P0463,8,2020-06-26,C0211
V007146,P0102,3,2022-01-05,C0205
V000786,P0434,3,2022-07-31,C0092
V001464,P0109,6,2024-03-19,C0131
V004492,P0362,3,2020-05-20,C0299
V005056,P0523,8,2021-08-19,C0158
V002204,P0466,5,2021-02-19,C0071
V000449,P0229,9,2023-05-10,C0028
V004716,P0597,10,2021-07-05,C0053
V006981,P0413,1,2020-03-08,C0258
V006992,P0012,8,2021-03-28,C0124
V006446,P0289,3,2021-07-29,C0241
V000213,P0503,4,2022-03-18,C0123
V003891,P0558,3,2022-04-23,C0081
V004258,P0591,7,2023-02-18,C0127
V006492,P0438,9,2022-05-16,C0050
V000597,P0163,10,2023-08-23,C0101
V003428,P0425,3,2020-07-18,C0178
V000170,P0402,3,2022-02-02,C0204
V001968,P0458,3,2023-10-08,C0192
V001911,P0457,2,2020-07-15,C0258
V000707,P0383,1,2023-08-23,C0092
V006298,P0546,4,2020-11-04,C0104
V004817,P0245,1,2023-03-06,C0065
V004005,P0438,7,2023-12-09,C0192
V000444,P0066,4,2023-12-23,C0300
V002720,P0316,10,2020-11-30,C0123
V005877,P0551,8,2021-03-27,C0064
V001560,P0187,4,2022-02-19,C0232
V007247,P0570,9,2022-09-26,C0261
V006284,P0097,6,2020-08-25,C0218
V005844,P0581,2,2023-11-17,C0090
V006621,P0235,9,2022-10-01,C0270
V006479,P0202,3,2021-10-18,C0042
V003902,P0436,3,2022-08-01,C0138
V003067,P0250,2,2021-11-01,C0159
V006504,P0171,10,2023-07-02,C0099
V007122,P0181,2,2020-06-14,C0036
V006925,P0483,8,2023-04-12,C0099
V001475,P0421,10,2022-01-11,C0041
V003759,P0406,6,2021-08-29,C0041
V005195,P0345,6,2023-09-11,C0112
V002936,P0214,10,2020-01-08,C0190
V002961,P0393,10,2022-03-03,C0076
V002772,P0492,7,2023-04-01,C0005
V007668,P0234,3,2021-10-08,C0090
V000507,P0040,6,2020-09-03,C0009
V003067,P0278,1,2021-11-01,C0159
V005020,P0343,3,2021-11-12,C0015
V005300,P0288,4,2023-03-31,C0206
V002758,P0169,9,2024-01-28,C0034
V004995,P0019,1,2022-10-05,C0232
V003157,P0273,5,2022-05-28,C0028
V005068,P0484,2,2024-05-09,C0160
V005361,P0173,7,2022-03-31,C0158
V004580,P0011,3,2023-07-16,C0048
V000054,P0056,9,2024-06-23,C0002
V005494,P0523,10,2024-06-16,C0230
V003354,P0522,2,2020-11-13,C0205
V006017,P0558,10,2024-07-08,C0218
V002000,P0347,3,2020-11-28,C0059
V007642,P0536,7,2020-01-13,C0140
V006041,P0072,1,2021-11-06,C0007
V001622,P0385,3,2022-11-04,C0035
V006747,P0391,7,2020-03-03,C0050
V001198,P0028,1,2021-12-23,C0211
V003357,P0367,7,2024-07-03,C0127
V003469,P0009,10,2023-05-24,C0156
V003884,P0327,4,2022-11-08,C0212
V005837,P0417,9,2020-07-03,C0214
V007561,P0001,7,2020-01-05,C0216
V000600,P0495,10,2023-05-20,C0134
V006611,P0515,5,2023-01-12,C0134
V004338,P0489,3,2023-12-16,C0255
V000205,P0594,1,2023-09-25,C0297
V002015,P0203,8,2020-03-17,C0227
V001549,P0506,2,2023-10-18,C0054
V003380,P0521,8,2024-04-05,C0156
V000728,P0337,3,2023-11-16,C0260
V007516,P0199,3,2020-09-22,C0245
V004932,P0056,8,2024-03-31,C0218
V003622,P0577,9,2024-04-16,C0156
V003646,P0358,10,2020-01-12,C0145
V003665,P0201,3,2024-04-28,C0224
V001940,P0224,8,2023-04-28,C0149
V004612,P0120,8,2023-01-11,C0182
V001874,P0335,7,2020-10-05,C0027
V002702,P0415,3,2023-02-28,C0234
V004303,P0190,5,2022-01-19,C0216
V005086,P0339,3,2023-10-10,C0164
V001485,P0101,6,2021-09-09,C0035
V000846,P0367,10,2024-04-27,C0007
V007004,P0413,6,2023-01-22,C0064
V003986,P0258,6,2022-12-16,C0119
V005005,P0516,5,2020-03-22,C0167
V001513,P0332,5,2020-12-06,C0223
V005420,P0393,10,2020-04-16,C0122
V006723,P0592,8,2023-01-23,C0198
V002419,P0037,5,2021-03-21,C0122
V006733,P0411,8,2023-08-27,C0047
V004132,P0378,7,2023-05-24,C0267
V001297,P0514,10,2022-03-07,C0155
V006964,P0401,4,2023-03-10,C0204
V005120,P0401,9,2023-05-30,C0182
V007647,P0386,5,2021-10-01,C0124
V003602,P0141,3,2021-05-19,C0155
V000018,P0194,10,2021-03-05,C0291
V005231,P0557,6,2022-02-05,C0041
V000236,P0579,2,2022-06-09,C0205
V000871,P0592,5,2022-10-10,C0168
V000545,P0246,4,2024-06-09,C0178
V002924,P0299,7,2023-12-27,C0007
V005321,P0537,7,2022-07-07,C0005
V006665,P0458,10,2023-03-19,C0192
V006857,P0489,9,2023-03-07,C0116
V006374,P0443,2,2022-09-24,C0161
V006474,P0423,7,2022-11-27,C0129
V000353,P0550,10,2021-01-23,C0065
V000777,P0557,10,2020-12-08,C0223
V003501,P0350,7,2021-02-17,C0114
V000835,P0445,3,2023-10-24,C0181
V007682,P0422,1,2022-02-10,C0247
V002283,P0417,6,2024-02-12,C0223
V001827,P0200,5,2023-05-11,C0198
V001090,P0205,2,2022-08-25,C0090
V003489,P0162,1,2020-06-05,C0051
V002044,P0160,6,2020-02-02,C0067
V002946,P0354,8,2020-11-21,C0294
V004644,P0549,9,2020-01-28,C0255
V006440,P0101,4,2023-03-06,C0033
V006048,P0446,8,2023-09-29,C0065
V001014,P0101,5,2020-09-15,C0026
V005564,P0228,5,2024-01-16,C0216
V006804,P0163,3,2023-07-31,C0061
V002025,P0587,7,2021-12-02,C0031
V001379,P0191,5,2022-07-25,C0082
V006037,P0449,7,2021-04-16,C0169
V007796,P0169,4,2023-08-01,C0145
V006793,P0535,5,2021-06-11,C0054
V002039,P0239,4,2023-01-13,C0050
V001533,P0250,1,2023-05-28,C0065
V007268,P0184,4,2022-05-18,C0262
V004219,P0154,1,2023-10-17,C0228
V007992,P0455,8,2023-02-24,C0195
V003909,P0559,10,2020-12-26,C0253
V001504,P0162,6,2022-08-17,C0223
V003632,P0165,8,2023-05-30,C0090
V007809,P0417,5,2021-07-03,C0123
V001308,P0469,4,2023-06-11,C0282
V000613,P0324,8,2021-08-14,C0069
V006103,P0550,1,2020-02-13,C0226
V006304,P0060,8,2023-01-14,C0082
V005438,P0291,10,2022-04-19,C0127
V000119,P0329,6,2024-02-25,C0026
V007610,P0455,1,2021-09-03,C0120
V003556,P0091,1,2020-12-29,C0148
V002791,P0448,6,2021-06-06,C0147
V001518,P0136,4,2020-03-12,C0145
V006002,P0448,9,2021-09-27,C0230
V006381,P0546,3,2020-10-15,C0228
V000082,P0564,7,2022-11-18,C0221
V002116,P0185,3,2021-07-21,C0093
V000249,P0509,7,2023-12-08,C0059
V001994,P0315,10,2022-02-17,C0067
V001630,P0386,2,2020-02-25,C0028
V004585,P0493,7,2021-02-24,C0092
V005955,P0403,6,2021-12-25,C0249
V007425,P0353,3,2022-05-18,C0092
V006147,P0445,8,2023-03-23,C0058
V005726,P0562,5,2024-03-21,C0278
V007327,P0460,5,2024-02-08,C0251
V001515,P0230,10,2022-09-11,C0291
V001405,P0218,2,2024-01-17,C0297
V004498,P0389,2,2022-08-28,C0195
V002500,P0570,2,2022-10-09,C0206
V005424,P0048,2,2023-09-16,C0283
V006332,P0010,5,2021-07-14,C0139
V006822,P0577,2,2022-08-06,C0113
V001648,P0057,4,2023-02-23,C0003
V007173,P0121,1,2022-09-28,C0174
V005930,P0479,5,2020-09-19,C0043
V000898,P0028,4,2021-11-10,C0214
V004975,P0509,10,2020-05-06,C0208
V002348,P0484,8,2020-11-11,C0197
V007349,P0377,1,2021-04-05,C0237
V006329,P0457,4,2020-08-08,C0243
V000012,P0004,7,2020-05-04,C0294
V001451,P0009,3,2023-06-24,C0159
V005042,P0318,9,2021-12-22,C0295
V004328,P0179,10,2022-07-24,C0153
V003595,P0196,4,2021-09-14,C0263
V001887,P0383,10,2020-08-05,C0142
V006405,P0411,7,2023-11-17,C0037
V001803,P0057,4,2021-10-19,C0001
V003701,P0141,7,2020-09-08,C0065
V004214,P0037,7,2020-02-03,C0076
V003284,P0419,10,2020-04-06,C0174
V003312,P0389,3,2021-07-11,C0156
V001119,P0028,1,2021-06-14,C0073
V001065,P0077,7,2021-05-17,C0058
V002796,P0266,7,2020-12-26,C0042
